frozenset(['media_good']),frozenset(['age_mature']),0.343841642228739
frozenset(['age_mature']),frozenset(['media_good']),0.8916349809885932
frozenset(['media_good']),frozenset(['no_conception']),0.40689149560117305
frozenset(['no_conception']),frozenset(['media_good']),0.8823529411764706
frozenset(['not_working_wife']),frozenset(['hus_edu_high']),0.608695652173913
frozenset(['hus_edu_high']),frozenset(['not_working_wife']),0.7474972191323692
frozenset(['media_good']),frozenset(['number_of_children_mid']),0.30938416422287385
frozenset(['number_of_children_mid']),frozenset(['media_good']),0.9254385964912281
frozenset(['age_mid']),frozenset(['not_working_wife']),0.7117486338797814
frozenset(['not_working_wife']),frozenset(['age_mid']),0.47192028985507245
frozenset(['media_good']),frozenset(['occupation_cat_3']),0.3892961876832845
frozenset(['occupation_cat_3']),frozenset(['media_good']),0.9076923076923077
frozenset(['media_good']),frozenset(['not_working_wife']),0.7492668621700879
frozenset(['not_working_wife']),frozenset(['media_good']),0.9257246376811593
frozenset(['media_good']),frozenset(['number_of_children_low']),0.4538123167155425
frozenset(['number_of_children_low']),frozenset(['media_good']),0.9537750385208011
frozenset(['age_mid']),frozenset(['hus_edu_high']),0.6338797814207651
frozenset(['hus_edu_high']),frozenset(['age_mid']),0.5161290322580645
frozenset(['edu_high']),frozenset(['hus_edu_high']),0.9428076256499133
frozenset(['hus_edu_high']),frozenset(['edu_high']),0.6051167964404893
frozenset(['media_good']),frozenset(['stnd_of_living_high']),0.48826979472140764
frozenset(['stnd_of_living_high']),frozenset(['media_good']),0.9736842105263158
frozenset(['age_mature']),frozenset(['rel_islam']),0.7984790874524714
frozenset(['rel_islam']),frozenset(['age_mature']),0.33519553072625696
frozenset(['occupation_cat_1']),frozenset(['hus_edu_high']),0.9151376146788991
frozenset(['hus_edu_high']),frozenset(['occupation_cat_1']),0.4438264738598442
frozenset(['age_mature']),frozenset(['not_working_wife']),0.7623574144486692
frozenset(['not_working_wife']),frozenset(['age_mature']),0.36322463768115937
frozenset(['media_good']),frozenset(['edu_high']),0.4186217008797654
frozenset(['edu_high']),frozenset(['media_good']),0.9896013864818025
frozenset(['edu_high']),frozenset(['stnd_of_living_high']),0.6689774696707105
frozenset(['stnd_of_living_high']),frozenset(['edu_high']),0.5643274853801169
frozenset(['rel_islam']),frozenset(['short_term_concept']),0.35275339185953714
frozenset(['short_term_concept']),frozenset(['rel_islam']),0.8649706457925638
frozenset(['age_mid']),frozenset(['rel_islam']),0.860655737704918
frozenset(['rel_islam']),frozenset(['age_mid']),0.5027932960893855
frozenset(['stnd_of_living_high']),frozenset(['hus_edu_high']),0.7602339181286549
frozenset(['hus_edu_high']),frozenset(['stnd_of_living_high']),0.5784204671857619
frozenset(['number_of_children_low']),frozenset(['hus_edu_high']),0.6533127889060093
frozenset(['hus_edu_high']),frozenset(['number_of_children_low']),0.47163515016685204
frozenset(['media_good']),frozenset(['short_term_concept']),0.3563049853372434
frozenset(['short_term_concept']),frozenset(['media_good']),0.9510763209393347
frozenset(['rel_islam']),frozenset(['hus_edu_high']),0.5714285714285715
frozenset(['hus_edu_high']),frozenset(['rel_islam']),0.796440489432703
frozenset(['rel_islam']),frozenset(['not_working_wife']),0.762170790103751
frozenset(['not_working_wife']),frozenset(['rel_islam']),0.8650362318840579
frozenset(['number_of_children_low']),frozenset(['not_working_wife']),0.7118644067796611
frozenset(['not_working_wife']),frozenset(['number_of_children_low']),0.41847826086956524
frozenset(['number_of_children_low']),frozenset(['rel_islam']),0.8505392912172574
frozenset(['rel_islam']),frozenset(['number_of_children_low']),0.4405426975259378
frozenset(['rel_islam']),frozenset(['occupation_cat_3']),0.41899441340782123
frozenset(['occupation_cat_3']),frozenset(['rel_islam']),0.8974358974358974
frozenset(['occupation_cat_3']),frozenset(['not_working_wife']),0.7743589743589743
frozenset(['not_working_wife']),frozenset(['occupation_cat_3']),0.41032608695652173
frozenset(['rel_islam']),frozenset(['stnd_of_living_high']),0.4221867517956903
frozenset(['stnd_of_living_high']),frozenset(['rel_islam']),0.7733918128654971
frozenset(['not_working_wife']),frozenset(['stnd_of_living_high']),0.4438405797101449
frozenset(['stnd_of_living_high']),frozenset(['not_working_wife']),0.7163742690058479
frozenset(['media_good']),frozenset(['occupation_cat_1']),0.3101173020527859
frozenset(['occupation_cat_1']),frozenset(['media_good']),0.9701834862385322
frozenset(['media_good']),frozenset(['stnd_of_living_med']),0.2998533724340176
frozenset(['stnd_of_living_med']),frozenset(['media_good']),0.9489559164733179
frozenset(['rel_islam']),frozenset(['stnd_of_living_med']),0.3080606544293695
frozenset(['stnd_of_living_med']),frozenset(['rel_islam']),0.8955916473317864
frozenset(['edu_high']),frozenset(['not_working_wife']),0.7053726169844021
frozenset(['not_working_wife']),frozenset(['edu_high']),0.3686594202898551
frozenset(['media_good']),frozenset(['age_mid']),0.5080645161290323
frozenset(['age_mid']),frozenset(['media_good']),0.9467213114754098
frozenset(['rel_islam']),frozenset(['edu_high']),0.3463687150837989
frozenset(['edu_high']),frozenset(['rel_islam']),0.7521663778162911
frozenset(['media_good']),frozenset(['edu_mid']),0.2873900293255132
frozenset(['edu_mid']),frozenset(['media_good']),0.9560975609756097
frozenset(['media_good']),frozenset(['rel_islam']),0.844574780058651
frozenset(['rel_islam']),frozenset(['media_good']),0.9193934557063049
frozenset(['no_conception']),frozenset(['not_working_wife']),0.7297297297297298
frozenset(['not_working_wife']),frozenset(['no_conception']),0.4157608695652174
frozenset(['not_working_wife']),frozenset(['short_term_concept']),0.36322463768115937
frozenset(['short_term_concept']),frozenset(['not_working_wife']),0.7847358121330724
frozenset(['rel_islam']),frozenset(['no_conception']),0.44213886671987235
frozenset(['no_conception']),frozenset(['rel_islam']),0.8807631160572337
frozenset(['media_good']),frozenset(['hus_edu_high']),0.6400293255131965
frozenset(['hus_edu_high']),frozenset(['media_good']),0.9710789766407119
frozenset(['media_good']),frozenset(['occupation_cat_2']),0.28519061583577715
frozenset(['occupation_cat_2']),frozenset(['media_good']),0.9152941176470588
frozenset(['rel_islam']),"frozenset(['not_working_wife', 'no_conception'])",0.3248204309656824
frozenset(['no_conception']),"frozenset(['not_working_wife', 'rel_islam'])",0.6470588235294118
frozenset(['not_working_wife']),"frozenset(['no_conception', 'rel_islam'])",0.3686594202898551
frozenset(['age_mid']),"frozenset(['hus_edu_high', 'rel_islam'])",0.5122950819672131
frozenset(['rel_islam']),"frozenset(['hus_edu_high', 'age_mid'])",0.2992817238627295
frozenset(['hus_edu_high']),"frozenset(['rel_islam', 'age_mid'])",0.41713014460511677
frozenset(['media_good']),"frozenset(['occupation_cat_3', 'rel_islam'])",0.34897360703812313
frozenset(['rel_islam']),"frozenset(['occupation_cat_3', 'media_good'])",0.37988826815642457
frozenset(['occupation_cat_3']),"frozenset(['rel_islam', 'media_good'])",0.8136752136752136
frozenset(['media_good']),"frozenset(['stnd_of_living_high', 'edu_high'])",0.281524926686217
frozenset(['edu_high']),"frozenset(['stnd_of_living_high', 'media_good'])",0.6655112651646446
frozenset(['stnd_of_living_high']),"frozenset(['edu_high', 'media_good'])",0.5614035087719298
frozenset(['media_good']),"frozenset(['not_working_wife', 'occupation_cat_3'])",0.3027859237536657
